First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Ground_Truth
Dany_Jiménez,,0.000361329,0.981521726,0.01502664,0.003090286,Black,Black
Darick_Hall,,0.004654708,0.02021125,0.036811676,0.938322409,Other,White
Darin_Ruf,,0.994617641,1.81E-07,7.64E-05,0.005305783,White,White
Darren_O'Day,,0.965135336,4.97E-05,0.009609743,0.025205298,White,White
Darwinzon_Hernandez,,0.009199708,0.035599723,0.415117769,0.540082765,Other,Other
Daulton_Jefferies,,0.984086215,3.00E-06,0.012523704,0.003387033,White,White
Daulton_Varsho,,0.659258604,4.73E-05,0.004994941,0.335699194,White,White
Dauri_Moreta,,2.01E-05,0.998224914,0.000536978,0.001218055,Black,Black
David_Bednar,,0.983287096,7.27E-06,0.000932885,0.015772887,White,White
David_Bote,,0.997873545,1.94E-06,8.77E-05,0.002036761,White,White
David_Fletcher,,0.755907774,0.000389025,0.005851532,0.237851743,White,White
David_Hensley,,0.987289727,7.88E-07,0.000108593,0.012600883,White,White
David_MacKinnon,,0.998044491,1.25E-06,9.88E-05,0.001855435,White,White
David_McKay,,0.999563038,1.85E-07,1.24E-05,0.000424354,White,White
David_Peralta,,0.018000931,0.006054973,0.009245745,0.96669831,Other,Other
David_Peterson,,0.990453959,2.54E-06,0.000136915,0.009406595,White,White
David_Phelps,,0.969649136,2.75E-06,0.00037738,0.029970853,White,White
David_Price,,0.028323598,0.041161418,0.330030137,0.600484816,Other,White
David_Robertson,,0.999106824,1.39E-07,1.14E-05,0.000881553,White,White
David_Villar,,0.035133585,0.004549858,0.010274923,0.950041702,Other,White
Davis_Martin,,0.93746841,2.93E-05,0.000590458,0.061911959,White,White
Daz_Cameron,,5.03E-06,0.999028087,0.000813581,0.000153267,Black,Black
Dean_Kremer,,0.943269312,2.30E-05,0.000321111,0.056386586,White,White
Dee_Strange-Gordon,,4.70E-07,0.999922752,5.90E-05,1.78E-05,Black,Black
Dennis_Santana,,0.001365316,0.431626707,0.35288295,0.214124988,Black,Black
Denyi_Reyes,,0.009154934,0.011952658,0.479737733,0.499154676,Other,Black
Dereck_Rodríguez,,0.03162352,0.027751476,0.503462959,0.437162017,Asian,Other
Derek_Hill,,0.001094981,0.917595565,0.016046257,0.065263246,Black,Black
Derek_Law,,0.996638179,1.28E-06,0.000113632,0.003246846,White,White
Dermis_Garcia,,0.002730142,0.001222488,0.527692319,0.468355061,Asian,Other
Deven_Marrero,,0.743546546,0.000111811,0.00431593,0.25202569,White,White
Devin_Smeltzer,,0.075278327,0.000120957,0.033064644,0.891536038,Other,White
Devin_Williams,,0.003916778,0.071027316,0.060487552,0.864568403,Other,Other
Didi_Gregorius,,2.78E-07,0.999706447,0.000276798,1.64E-05,Black,Black
Diego_Castillo,,1.55E-05,0.990553439,0.008847278,0.000583707,Black,Black
Dillon_Peters,,0.995666981,5.19E-07,4.06E-05,0.004291829,White,White
Dillon_Tate,,2.85E-07,0.999466002,0.000477751,5.60E-05,Black,Black
Dillon_Thomas,,0.345850736,0.084390059,0.01581673,0.553942509,Other,Other
Dinelson_Lamet,,0.002667901,0.000474635,0.795083113,0.201774351,Asian,Other
Dixon_Machado,,0.00587989,0.140734836,0.13335633,0.720028975,Other,Other
DJ_LeMahieu,,0.999274313,2.13E-07,6.75E-05,0.000658099,White,White
DJ_Stewart,,0.875717223,0.004358496,0.001401008,0.118523259,White,White
DL_Hall,,0.824560761,7.74E-06,0.165282515,0.010148916,White,White
Domingo_Acevedo,,0.001077985,0.81495744,0.141246769,0.042717747,Black,Black
Domingo_Germán,,7.76E-06,0.996338487,0.00349664,0.000157142,Black,Black
Domingo_Tapia,,4.99E-07,0.999832749,0.000135941,3.07E-05,Black,Black
Dominic_Leone,,0.996214449,2.19E-07,4.53E-05,0.003740009,White,White
Dominic_Smith,,0.000548764,0.903766811,0.018237014,0.077447407,Black,Black
Dom_Nuñez,,0.13768442,0.002538749,0.360949207,0.498827621,Other,Other
Donny_Sands,,0.688418508,5.14E-05,0.004077051,0.307453007,White,White
Donovan_Solano,,0.005365064,0.003746376,0.668298069,0.322590424,Asian,White
Donovan_Walton,,0.958388865,9.18E-07,0.000335064,0.041275283,White,White
Drew_Carlton,,0.999769628,2.57E-08,6.92E-06,0.000223472,White,White
Drew_Ellis,,0.969696522,4.00E-06,4.46E-05,0.030254875,White,White
Drew_Hutchison,,0.996776402,3.98E-07,2.82E-05,0.003195136,White,White
Drew_Jackson,,0.998908758,5.58E-08,3.75E-06,0.001087423,White,White
Drew_Rasmussen,,0.999256313,1.88E-07,2.75E-05,0.000716031,White,White
Drew_Smith,,0.999786556,6.25E-08,1.91E-05,0.000194297,White,White
Drew_Smyly,,0.991122961,6.45E-07,0.000427902,0.008448544,White,White
Drew_Steckenrider,,0.99869746,3.75E-07,6.84E-05,0.00123382,White,White
Drew_VerHagen,,0.301909864,4.29E-05,0.001697295,0.696349952,Other,White
Drew_Waters,,0.999883771,1.20E-07,1.07E-05,0.000105441,White,White
Drey_Jameson,,0.984719157,3.84E-06,0.000307015,0.014969938,White,White
Duane_Underwood Jr.,,0.003808995,0.024576997,0.80623974,0.165374285,Asian,Other
Dusten_Knight,,0.989848435,4.46E-06,0.000222607,0.009924657,White,White
Dustin_Garneau,,0.973164856,9.45E-06,0.000265844,0.026559838,White,White
Dustin_May,,0.948493779,0.000350923,0.03829897,0.012856344,White,White
Dylan_Bundy,,0.99964416,9.44E-08,1.49E-06,0.000354243,White,White
Dylan_Carlson,,0.213829532,0.001061158,0.011966374,0.77314302,Other,White
Dylan_Cease,,0.233940065,0.000144422,0.025462604,0.74045293,Other,White
Dylan_Coleman,,0.973086178,6.19E-06,0.000177102,0.026730563,White,White
Dylan_Floro,,0.998412848,1.02E-07,2.94E-05,0.00155759,White,White
Dylan_Lee,,0.992962062,1.72E-06,0.000118022,0.006918103,White,White
Dylan_Moore,,0.88880688,3.81E-07,7.97E-05,0.111113141,White,White
Easton_McGee,,0.999628305,4.07E-07,2.12E-06,0.00036922,White,White
Eddie_Rosario,,0.003005139,0.009682873,0.865491974,0.121819995,Asian,Other
Eddy_Alvarez,,0.635978281,0.000691426,0.017134586,0.346195842,White,Other
Edmundo_Sosa,,0.001065633,0.708991706,0.197197153,0.092745437,Black,Black
Eduardo_Escobar,,0.000691083,0.732672453,0.054685879,0.211950541,Black,Black
Eduardo_Rodriguez,,0.001036493,0.000399479,0.946755263,0.051808871,Asian,Other
Eduard_Bazardo,,0.000572104,0.549865603,0.383019398,0.0665429,Black,Black
Edward_Cabrera,,5.92E-05,0.981921673,0.014947742,0.003071458,Black,Black
Edward_Olivares,,0.013344137,0.107403316,0.634651566,0.244600934,Asian,Black
Edwin_O Díaz,,0.000534662,0.045993496,0.907525132,0.045946735,Asian,Other
Edwin_Ríos,,0.005626694,0.207928568,0.493398771,0.293045931,Asian,Other
Edwin_Uceta,,0.000643099,0.863674164,0.061032057,0.074650763,Black,Black
Eguy_Rosario,,0.000725865,0.874587417,0.041151026,0.083535629,Black,Black
Ehire_Adrianza,,0.009599858,0.026731633,0.067534792,0.896133706,Other,Other
Elehuris_Montero,,6.95E-07,0.999299765,0.000613362,8.61E-05,Black,Black
Elias_Díaz,,0.000137101,0.13907434,0.856673206,0.004115333,Asian,Black
Elier_Hernandez,,1.17E-06,0.998438776,0.001467966,9.21E-05,Black,Black
Elieser_Hernandez,,0.000578137,0.500939488,0.419895161,0.078587178,Black,Black
Eli_Morgan,,0.55892539,0.000185146,0.005838051,0.435051385,White,White
Eli_White,,0.965892136,2.87E-05,0.000667326,0.033411901,White,White
Eloy_Jiménez,,4.51E-05,0.986491084,0.011537951,0.00192581,Black,Black
Elvin_Rodriguez,,0.000155818,0.69601047,0.257982142,0.045851491,Black,Black
Elvis_Andrus,,6.30E-05,0.989993989,0.003938242,0.006004865,Black,Black
Elvis_Peguero,,0.000415519,0.90307337,0.054048165,0.042462835,Black,Black
Emilio_Pagán,,0.691820264,0.000565306,0.293340039,0.014274439,White,White
Emmanuel_Clase,,0.006957147,0.251289248,0.227316846,0.514436715,Other,Black
Emmanuel_Rivera,,0.355086893,0.00081062,0.006828914,0.637273617,Other,Other
Ender_Inciarte,,0.985232592,1.33E-05,0.000360182,0.01439388,White,White
Enoli_Paredes,,3.29E-05,0.937637329,0.060094589,0.002235173,Black,Black
Enrique_Hernández,,0.225702822,0.001435697,0.518270213,0.254591191,Asian,Other
Enyel_De Los Santos,,8.28E-07,0.999813855,0.000169076,1.62E-05,Black,Black
Erasmo_Ramírez,,0.000289398,0.000454368,0.998573111,0.00068308,Asian,Other
Erich_Uelmen,,0.988675356,2.16E-06,0.008108166,0.003214278,White,White
Erick_Fedde,,0.999183357,7.88E-07,2.76E-05,0.000788183,White,White
Eric_Haase,,0.504152894,5.29E-07,0.000213187,0.495633362,White,White
Eric_Hosmer,,0.147421464,5.65E-05,0.004139725,0.848382397,Other,White
Eric_Lauer,,0.99960655,4.31E-07,2.40E-05,0.000368979,White,White
Eric_Stout,,0.911188781,7.44E-06,0.000523052,0.08828077,White,White
Erik_González,,0.000365285,0.037760191,0.939841722,0.022032766,Asian,Other
Erik_Swanson,,0.999028563,9.72E-08,3.02E-05,0.000941116,White,White
Ernie_Clement,,0.790284693,4.92E-05,0.006713038,0.202953126,White,White
Esteban_Quiroz,,0.206603423,0.000152518,0.088693192,0.704550859,Other,White
Esteury_Ruiz,,9.96E-05,0.945637643,0.048800138,0.005462492,Black,Black
Estevan_Florial,,7.36E-07,0.999738753,0.000235337,2.52E-05,Black,Black
Ethan_Roberts,,0.997333169,3.67E-06,0.000573359,0.002089963,White,White
Ethan_Small,,0.935656726,9.27E-07,0.000415473,0.063926878,White,White
Eugenio_Suárez,,0.028215582,0.195153221,0.06765464,0.708976571,Other,Other
Evan_Lee,,0.995399177,3.20E-06,0.001739594,0.002858022,White,White
Evan_Longoria,,0.971057892,9.68E-06,0.000542588,0.028389888,White,White
Evan_Phillips,,0.975404322,5.72E-06,0.000341346,0.024248462,White,White
Ezequiel_Duran,,0.002032353,0.607922792,0.258515115,0.13152974,Black,Black
Ezequiel_Tovar,,0.016377164,0.00165797,0.257540902,0.724423916,Other,Other
Fernando_Cruz,,0.015691692,0.096911594,0.03583946,0.851557262,Other,Other
Ford_Proctor,,0.994780302,6.54E-07,0.000102535,0.005116553,White,White
Foster_Griffin,,0.939485133,6.33E-05,0.000222967,0.060228605,White,White
Framber_Valdez,,0.00071231,0.086689979,0.824620915,0.087976834,Asian,Other
Franchy_Cordero,,0.000953062,0.788794518,0.158926422,0.051325994,Black,Black
Francisco_Lindor,,1.20E-05,0.997106135,0.000905183,0.001976584,Black,Black
Francisco_Mejía,,0.001507734,0.530213892,0.419316312,0.048962101,Black,Other
Francisco_Morales,,0.026585836,0.000268019,0.611274628,0.361871597,Asian,Other
Francisco_Perez,,3.09E-06,0.999542475,0.000286104,0.000168388,Black,Black
Francisco_Álvarez,,0.011414159,0.000152363,0.98502182,0.003411618,Asian,White
Frankie_Montas,,0.015230399,0.070089571,0.210042395,0.70463763,Other,Other
Franklin_German,,0.294966102,0.001075823,0.006810373,0.697147686,Other,Other
Frank_Schwindel,,0.999213815,1.28E-07,2.96E-05,0.000756468,White,White
Franmil_Reyes,,4.15E-07,0.999898672,7.23E-05,2.86E-05,Black,Black
Freddie_Freeman,,0.998595536,5.58E-07,3.98E-05,0.001364144,White,White
Freddy_Fermin,,0.025840955,9.85E-05,0.954305232,0.019755326,Asian,White
Freddy_Peralta,,0.005731967,0.230310291,0.305882769,0.458074959,Other,Other
Freddy_Tarnok,,0.148648024,0.000169025,0.032946339,0.818236582,Other,Other
Félix_Bautista,,6.32E-05,0.964341283,0.0345724,0.001023185,Black,Black
Gabe_Speier,,0.999376714,1.22E-07,9.48E-06,0.000613706,White,White
Gabriel_Arias,,0.006071905,0.042323716,0.030074302,0.921530075,Other,Other
Gabriel_Moreno,,0.02380801,0.000446356,0.532453336,0.443292313,Asian,Other
Garrett_Cleavinger,,0.916857898,1.22E-05,0.044608556,0.038521292,White,White
Garrett_Cooper,,0.998500586,2.41E-07,0.000177392,0.001321895,White,White
Garrett_Hampson,,0.97600162,2.35E-06,0.000536488,0.023459555,White,White
Garrett_Hill,,0.999321103,2.66E-08,3.33E-06,0.000675461,White,White
Garrett_Mitchell,,0.682261288,2.59E-06,0.003202482,0.314533622,White,White
Garrett_Richards,,0.962474346,8.22E-06,0.001301489,0.036215934,White,White
Garrett_Stubbs,,0.062935732,0.001339641,0.011589705,0.924134871,Other,White
Garrett_Whitlock,,0.993211389,7.68E-07,3.48E-05,0.006753091,White,White
Gary_Sanchez,,0.04609751,0.01214812,0.020217848,0.921536535,Other,Other
Gavin_Hollowell,,0.989484012,6.54E-06,0.00427542,0.006234049,White,White
Gavin_Lux,,0.997715116,1.52E-07,1.86E-05,0.002266123,White,White
Gavin_Sheets,,0.995450914,6.24E-07,4.59E-05,0.004502616,White,White
George_Kirby,,0.935312808,3.98E-06,0.000397293,0.064286029,White,White
George_Springer,,0.257066518,0.011443038,0.026640439,0.704849988,Other,White
Geraldo_Perdomo,,1.19E-05,0.997889459,0.001824204,0.000274512,Black,Black
Gerardo_Reyes,,0.788640261,9.42E-05,0.003169419,0.208096147,White,Other
Germán_Márquez,,0.016789645,0.118366085,0.420800701,0.444043547,Other,Other
Gerrit_Cole,,0.998666883,2.79E-07,8.33E-05,0.001249601,White,White
Giancarlo_Stanton,,0.039268106,0.014671098,0.123762853,0.82229789,Other,Other
Gilberto_Celestino,,0.006627862,0.594000399,0.007351098,0.392020701,Black,Black
Giovanny_Gallegos,,0.319707364,0.000794043,0.022423499,0.657075048,Other,Other
Gio_Urshela,,0.065982714,0.002143628,0.053526738,0.878346871,Other,Other
Glenn_Otto,,0.994703352,8.77E-07,6.11E-05,0.005234668,White,White
Gleyber_Torres,,0.042914968,0.000470094,0.053016246,0.903598691,Other,Other
Gosuke_Katoh,,0.000618013,0.000110907,0.995278284,0.003992843,Asian,Asian
Graham_Ashcraft,,0.958613694,8.57E-06,0.000249913,0.041127769,White,White
Grayson_Greiner,,0.999871254,2.95E-08,1.23E-06,0.000127525,White,White
Gregory_Santos,,1.28E-05,0.999416471,0.000391103,0.000179629,Black,Black
Gregory_Soto,,3.84E-06,0.99965632,0.000123431,0.000216477,Black,Black
Greg_Allen,,1.83E-06,0.999347866,0.000540318,0.000110091,Black,Black
Greg_Holland,,0.968810916,3.01E-06,0.000142263,0.031043869,White,White
Greg_Weissert,,0.302512199,5.11E-05,0.003375001,0.694061689,Other,White
Griffin_Jax,,0.746245921,3.05E-05,0.00219808,0.25152539,White,White
Guillermo_Heredia,,4.77E-07,0.999883533,0.000102664,1.33E-05,Black,Black
Gunnar_Henderson,,0.999438941,2.16E-07,0.000213589,0.000347263,White,White
Génesis_Cabrera,,0.002872215,0.891895592,0.041066559,0.064165718,Black,Black
Ha-Seong_Kim,,0.000382094,1.99E-06,0.999209014,0.000406901,Asian,Asian
Hansel_Robles,,0.007688539,0.345347375,0.045369029,0.601595049,Other,Other
Hanser_Alberto,,1.34E-05,0.998429239,0.000827112,0.000730121,Black,Black
Harold_Castro,,0.046900142,0.002150313,0.415513402,0.535436158,Other,Other
Harold_Ramírez,,0.000672079,0.002684053,0.995012412,0.001631371,Asian,Other
Harrison_Bader,,0.999917507,2.56E-08,3.58E-06,7.88E-05,White,White
Hayden_Wesneski,,0.999074936,2.08E-07,1.47E-05,0.000910085,White,White
Heath_Hembree,,0.986480534,3.10E-06,0.000603145,0.012913164,White,White
Heliot_Ramos,,0.000306745,0.857606292,0.131962328,0.010124626,Black,Black
Hirokazu_Sawamura,,0.041998953,0.000407106,0.266147897,0.691446047,Other,Asian
Hoby_Milner,,0.846877098,4.13E-05,0.00249707,0.150584569,White,White
Hoy_Park,,0.001613266,4.99E-06,0.997825985,0.000555823,Asian,Asian
Huascar_Brazoban,,6.65E-08,0.99990046,9.27E-05,6.90E-06,Black,Black
Huascar_Ynoa,,0.002306573,0.620180011,0.130124585,0.247388817,Black,Black
Humberto_Castellanos,,0.21781601,0.001692594,0.006036206,0.774455138,Other,Other
Hunter_Brown,,0.993794203,1.09E-06,0.000231032,0.005973628,White,White
Hunter_Dozier,,0.999604166,1.94E-07,1.01E-05,0.000385609,White,White
Hunter_Gaddis,,0.812701404,0.000600863,0.029211267,0.15748648,White,White
Hunter_Greene,,1.90E-06,0.999777496,6.43E-05,0.000156432,Black,Black
Hunter_Harvey,,0.975676298,2.94E-06,0.001771795,0.022548987,White,White
Hunter_Renfroe,,0.999502063,1.54E-06,2.41E-05,0.000472399,White,White
Hunter_Strickland,,0.938526273,1.02E-05,0.000200795,0.061262791,White,White
Hyun_Jin Ryu,,0.000445644,9.95E-06,0.998645951,0.000898399,Asian,Asian
Héctor_Neris,,0.00034561,0.554041088,0.443840604,0.001772619,Black,Black
Ian_Anderson,,0.959012628,5.94E-06,0.000909156,0.040072399,White,White
Ian_Gibaut,,0.932014823,1.35E-05,0.001116107,0.066855449,White,White
Ian_Hamilton,,0.978026748,1.22E-05,0.005725813,0.016235044,White,White
Ian_Happ,,0.99881953,1.91E-06,0.000434448,0.000744132,White,White
Ian_Kennedy,,0.984183431,1.00E-05,0.000185395,0.015621113,White,White
Ildemaro_Vargas,,0.054821342,0.001267402,0.658286718,0.285624565,Asian,Other
Isaac_Paredes,,0.01906278,0.014851222,0.253510386,0.712575554,Other,Other
Isiah_Kiner-Falefa,,0.005608982,2.64E-05,0.987461849,0.006902786,Asian,Other
Israel_Pineda,,0.018071156,0.119823061,0.207081313,0.655024563,Other,Other
Iván_Herrera,,0.001420684,0.942064524,0.008919982,0.047594774,Black,Other
J.B._Wendelken,,0.997721016,1.42E-06,0.000139829,0.002137724,White,White
J.C._Mejía,,0.011092976,0.044575468,0.280286348,0.664045218,Other,Other
J.D._Davis,,0.996605396,3.65E-06,3.49E-05,0.003356077,White,White
J.D._Martinez,,0.448200464,0.000117156,0.012519512,0.539162857,Other,Other
J.J._Matijevic,,0.948532701,5.06E-05,0.000613316,0.050803512,White,White
J.P._Crawford,,0.006290667,0.058512814,0.330296221,0.604900302,Other,Other
J.P._Feyereisen,,0.444333375,0.000354135,0.04404568,0.51126679,Other,White
J.T._Realmuto,,0.986370206,1.31E-05,0.000143984,0.013472619,White,White
Jace_Peterson,,0.846873999,7.67E-05,0.001080551,0.151968704,White,White
Jackie_Bradley Jr.,,1.37E-06,0.999590576,0.000350372,5.76E-05,Black,Black
Jackson_Kowar,,0.995445013,3.05E-06,4.99E-05,0.004501989,White,White
Jackson_Stephens,,0.105863452,0.000164187,0.825549354,0.068422988,Asian,White
Jackson_Tetreault,,0.99775058,3.56E-06,2.89E-05,0.002216957,White,White
Jack_Flaherty,,0.415873826,0.002057909,0.007092527,0.574975761,Other,White
Jack_Larsen,,0.992163301,4.22E-07,6.34E-05,0.007772709,White,White
Jack_Mayfield,,0.508457422,0.000985409,0.007146199,0.483410992,White,White
Jack_Suwinski,,0.885077059,6.93E-05,0.006025054,0.108828611,White,White
Jacob_Barnes,,0.428571612,0.000191237,0.040436473,0.530800665,Other,White
Jacob_deGrom,,0.999140382,4.24E-07,8.97E-06,0.000850298,White,White
Jacob_Lemoine,,0.767743409,1.68E-07,2.87E-05,0.232227721,White,White
Jacob_Stallings,,0.927082837,7.31E-05,0.003918633,0.068925441,White,White
Jaime_Barría,,0.001214853,0.009559339,0.929924999,0.05930079,Asian,Other
Jake_Bird,,0.947052896,2.44E-07,3.97E-05,0.05290726,White,White
Jake_Brentz,,0.961719275,8.37E-05,0.000246269,0.037950729,White,White
Jake_Burger,,0.999127924,2.46E-07,7.83E-06,0.000864048,White,White
Jake_Cave,,0.998888791,1.76E-07,4.61E-05,0.001064787,White,White
Jake_Cousins,,0.914538503,4.43E-06,0.000823205,0.084633944,White,White
Jake_Cronenworth,,0.999837279,2.88E-07,7.10E-05,9.13E-05,White,White
Jake_Diekman,,0.998148799,1.38E-07,1.14E-05,0.001839614,White,White
Jake_Fishman,,0.976498902,5.20E-06,6.12E-05,0.023434582,White,White
Jake_Fraley,,0.999839187,6.60E-07,1.07E-05,0.000149348,White,White
Jake_Hager,,0.995110691,1.42E-06,0.00011068,0.004777301,White,White
Jake_Lamb,,0.998482764,6.26E-07,3.49E-05,0.001481686,White,White
Jake_Marisnick,,0.776887178,1.47E-05,0.001773042,0.221325108,White,White
Jake_McCarthy,,0.987851441,2.12E-06,0.000200872,0.011945573,White,White
Jake_McGee,,0.998372376,1.17E-06,2.88E-05,0.001597634,White,White
Jake_Meyers,,0.999638319,1.94E-07,3.08E-05,0.00033064,White,White
Jake_Odorizzi,,0.976596892,7.09E-06,0.000136239,0.023259856,White,White
Jake_Reed,,0.822771668,0.000147047,0.001616575,0.175464699,White,White
Jake_Walsh,,0.158749476,0.00124517,0.150824679,0.689180636,Other,White
Jake_Woodford,,0.999638796,1.79E-07,2.76E-05,0.000333365,White,White
Jakob_Junis,,0.603835821,0.000145704,0.001348469,0.394669977,White,White
Jalen_Beeks,,0.83388114,1.18E-05,0.00224128,0.163865846,White,White
Jameson_Taillon,,0.998965979,4.97E-07,3.42E-05,0.000999337,White,White
James_Kaprielian,,0.971801579,1.26E-05,0.00011631,0.028069498,White,White
James_Karinchak,,0.962789416,5.85E-06,0.000572922,0.036631842,White,White
James_McCann,,0.857533097,1.02E-05,0.000433177,0.142023526,White,White
James_Naile,,0.9851408,3.36E-06,0.000209242,0.014646519,White,White
James_Norwood,,0.708567441,5.63E-05,0.228825421,0.062550919,White,White
James_Outman,,0.769196808,0.000104837,0.007885345,0.222812988,White,White
Jandel_Gustave,,0.002267966,0.862603903,0.027468865,0.107659345,Black,Black
Janson_Junk,,0.9987638,9.32E-08,1.23E-05,0.001223766,White,White
Jared_Koenig,,0.999967575,6.08E-08,5.75E-06,2.67E-05,White,White
Jared_Solomon,,0.976487219,8.03E-06,9.10E-05,0.023413703,White,White
Jared_Walsh,,0.991220176,9.90E-07,7.47E-05,0.008704083,White,White
Jared_Young,,0.998821318,7.21E-07,3.98E-05,0.001138294,White,White
Jarlín_García,,0.000920059,0.921690226,0.041197131,0.03619251,Black,Black
Jarred_Kelenic,,0.998183429,1.61E-06,0.000113712,0.001701183,White,White
Jarren_Duran,,0.98980999,2.85E-06,8.78E-05,0.010099442,White,White
Jason_Adam,,0.986364722,3.14E-06,0.000116499,0.013515714,White,White
Jason_Alexander,,0.763471901,5.25E-05,0.003439243,0.233036343,White,White
Jason_Castro,,0.727997839,3.02E-05,0.004874761,0.267097197,White,White
Jason_Delay,,0.990790963,1.80E-06,0.000131393,0.009075793,White,White
Jason_Foley,,0.994210839,5.07E-07,1.57E-05,0.005772984,White,White
Jason_Heyward,,4.25E-06,0.999093652,0.000619404,0.000282631,Black,Black
Jason_Krizan,,0.998753548,8.28E-07,2.86E-05,0.001217015,White,White
Jason_Vosler,,0.991916478,2.69E-06,5.31E-05,0.008027733,White,White
Javier_Assad,,0.175476685,3.77E-05,0.109888163,0.714597451,Other,White
Javier_Báez,,0.021366375,0.084428862,0.566899587,0.327305196,Asian,Other
Javy_Guerra,,0.122173041,0.001994121,0.025738378,0.850094443,Other,Other
Jaylin_Davis,,3.76E-05,0.997993588,0.000522173,0.001446557,Black,Black
Jay_Jackson,,4.72E-05,0.946494579,0.04892562,0.004532658,Black,Black
Jazz_Chisholm Jr.,,1.60E-08,0.999993563,4.91E-06,1.45E-06,Black,Black
Jean_Segura,,1.40E-05,0.995781898,0.002816885,0.001387224,Black,Black
Jed_Lowrie,,0.911392331,1.33E-05,0.0003443,0.088250087,White,White
Jeffrey_Springs,,0.983797252,1.14E-05,0.000813557,0.015377871,White,White
Jeff_Brigham,,0.997157216,3.08E-06,6.32E-05,0.002776412,White,White
Jeff_Hoffman,,0.970559716,8.42E-07,5.81E-05,0.029381299,White,White
Jeff_McNeil,,0.998501778,1.02E-06,5.29E-05,0.001444239,White,White
Jeimer_Candelario,,0.004744933,0.152566761,0.486159435,0.356528891,Asian,Black
Jerad_Eickhoff,,0.84017998,0.000290426,0.001809108,0.157720529,White,White
Jerar_Encarnacion,,0.000617512,0.333264798,0.60812863,0.057989071,Asian,Black
Jeremiah_Estrada,,0.013526389,0.038599789,0.064926831,0.88294702,Other,Other
Jeremy_Beasley,,0.911210954,0.000439537,0.004092544,0.084257011,White,White
Jeremy_Peña,,0.04380757,0.353680134,0.101354186,0.501158016,Other,Other
Jermaine_Palacios,,0.026462693,0.004738483,0.207379038,0.761419738,Other,Other
Jesse_Chavez,,0.452031642,0.000404906,0.046449477,0.501113952,Other,Other
Jesse_Winker,,0.842349052,1.38E-05,0.001032801,0.156604252,White,White
Jesus_Cruz,,0.006173381,0.001363138,0.888250403,0.104213067,Asian,Other
Jesus_Tinoco,,0.040497325,0.01431877,0.06729761,0.87788634,Other,Other
Jesús_Aguilar,,7.10E-05,0.994333625,0.001784979,0.003810463,Black,Black
Jesús_Luzardo,,0.061529722,0.00166224,0.578668806,0.358139249,Asian,Other
Jesús_Sánchez,,1.16E-06,0.999876142,9.82E-05,2.44E-05,Black,Black
Jeter_Downs,,3.61E-05,0.98055011,0.010006264,0.009407645,Black,Black
Jeurys_Familia,,0.006066842,0.496660292,0.244304208,0.252968753,Black,Black
Jharel_Cotton,,2.00E-07,0.999709308,0.000269657,2.08E-05,Black,Black
Jhoan_Duran,,0.011323076,0.016409699,0.039657857,0.93260939,Other,Other
Jhonathan_Diaz,,0.636104047,0.000351278,0.00083831,0.362706367,White,White
Jhon_Romero,,0.005098161,0.00436983,0.836632075,0.153899936,Asian,Black
Jhoulys_Chacín,,0.001868741,0.006211926,0.878150073,0.113769338,Asian,Other
Ji-Man_Choi,,9.59E-05,8.60E-07,0.999807346,9.58E-05,Asian,Asian
Jimmy_Herget,,0.911939025,3.88E-05,0.003585086,0.084437195,White,White
Jimmy_Lambert,,0.836272955,2.61E-06,8.21E-05,0.163642414,White,White
Jimmy_Yacabonis,,0.989052832,2.20E-05,0.000326354,0.010598829,White,White
Ji_Hwan Bae,,0.000317999,4.68E-06,0.999344702,0.000332587,Asian,Asian
JJ_Bleday,,0.769277275,4.67E-05,0.004302207,0.22637381,White,White
Joan_Adon,,8.57E-05,0.987905622,0.003724563,0.008284114,Black,Black
Joc_Pederson,,0.997112393,3.33E-07,5.64E-05,0.002830846,White,White
Joely_Rodríguez,,1.65E-05,0.996858239,0.00237426,0.000750972,Black,Black
Joel_Kuhnel,,0.996929348,6.39E-07,1.24E-05,0.003057563,White,White
Joel_Payamps,,0.013788165,0.002844281,0.244077414,0.739290032,Other,Other
Joey_Bart,,0.995437443,6.73E-07,4.80E-05,0.004513916,White,White
Joey_Gallo,,0.938951015,2.53E-07,5.77E-05,0.060991033,White,White
Joey_Krehbiel,,0.988067746,2.73E-06,0.000512279,0.01141733,White,White
Joey_Meneses,,0.581889212,0.00020483,0.012315086,0.405590873,White,White
Joey_Votto,,0.938071012,5.09E-05,0.001303318,0.060574854,White,White
Joey_Wendle,,0.961601675,2.85E-06,0.000834238,0.03756117,White,White
Joey_Wentz,,0.99826932,8.68E-07,1.54E-05,0.001714378,White,White
Joe_Barlow,,0.997881234,1.16E-07,1.52E-05,0.002103462,White,White
Joe_Dunand,,0.007375093,0.027115198,0.775979612,0.189530037,Asian,Other
Joe_Jiménez,,0.003017744,0.011619361,0.854136738,0.131226151,Asian,Other
Joe_Kelly,,0.963779747,4.37E-05,0.000689318,0.035487156,White,White
Joe_Mantiply,,0.999322057,1.96E-07,3.01E-05,0.000647703,White,White
Joe_Musgrove,,0.942334414,5.97E-05,0.000213988,0.057391917,White,White
Joe_Perez,,0.901595831,1.15E-05,0.001952282,0.096440334,White,White
Joe_Ryan,,0.19613485,5.34E-05,0.023463819,0.780347914,Other,White
