First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Filler,Image
yumi,suzuki,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/yumi_suzuki.jpg
wenlong,li,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/wenlong_li.jpg
madison,chock,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/madison_chock.jpg
ivan,yakimushkin,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/ivan_yakimushkin.jpg
johan,clarey,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/johan_clarey.jpg
madeleine,egle,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/madeleine_egle.jpg
tess,ledeux,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/tess_ledeux.jpg
konstantin,ivliev,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/konstantin_ivliev.jpg
tim,mastnak,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/tim_mastnak.jpg
nicholas,goepper,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/nicholas_goepper.jpg
zongyang,jia,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/zongyang_jia.jpg
oleksandr,abramenko,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/oleksandr_abramenko.jpg
nikita,gusev,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/nikita_gusev.jpg
hilary,knight,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/hilary_knight.jpg
anton,smolski,,,,,,,/Users/ethan/Desktop/Research/Webscrape Olympians/Automated_2022_Olympians/anton_smolski.jpg
