First Name,Last Name,White,Black,Asian,Other,Highest Prob. Score,Filler,Image
karsten,warholm,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/karsten_warholm.jpg
richarlison,de,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/richarlison_de.jpg
armand,duplantis,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/armand_duplantis.jpg
abdulrashid,sadulaev,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/abdulrashid_sadulaev.jpg
naohisa,takato,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/naohisa_takato.jpg
emma,twigg,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/emma_twigg.jpg
panipak,wongpattanakit,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/panipak_wongpattanakit.jpg
xiaojun,lyu,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/xiaojun_lyu.jpg
masataka,yoshida,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/masataka_yoshida.jpg
chenchen,guan,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/chenchen_guan.jpg
yulimar,rojas,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yulimar_rojas.jpg
alberto,gines,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/alberto_gines.jpg
jasmine,camacho-quinn,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jasmine_camacho-quinn.jpg
tetsuto,yamada,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/tetsuto_yamada.jpg
carissa,moore,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/carissa_moore.jpg
jonathan,brownlee,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/jonathan_brownlee.jpg
josua,vakurunabili,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/josua_vakurunabili.jpg
martin,sinkovic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/martin_sinkovic.jpg
yukiko,ueno,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yukiko_ueno.jpg
max,whitlock,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/max_whitlock.jpg
filip,filipovic,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/filip_filipovic.jpg
anita,wlodarczyk,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/anita_wlodarczyk.jpg
mariya,lasitskene,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/mariya_lasitskene.jpg
ryoya,kurihara,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ryoya_kurihara.jpg
portia,woodman,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/portia_woodman.jpg
masato,morishita,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/masato_morishita.jpg
martine,grael,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/martine_grael.jpg
luc,abalo,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/luc_abalo.jpg
selemon,barega,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/selemon_barega.jpg
alberto,fernandez,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/alberto_fernandez.jpg
dawid,tomala,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/dawid_tomala.jpg
yudai,ohno,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/yudai_ohno.jpg
seiya,suzuki,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/seiya_suzuki.jpg
shaunae,miller-uibo,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/shaunae_miller-uibo.jpg
risako,kawai,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/risako_kawai.jpg
wojciech,nowicki,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/wojciech_nowicki.jpg
keegan,palmer,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/keegan_palmer.jpg
madeline,musselman,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/madeline_musselman.jpg
nafissatou,thiam,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/nafissatou_thiam.jpg
ashleigh,johnson,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ashleigh_johnson.jpg
flora,duffy,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/flora_duffy.jpg
ryoji,kuribayashi,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/ryoji_kuribayashi.jpg
janja,garnbret,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/janja_garnbret.jpg
massimo,stano,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/massimo_stano.jpg
musa,evloev,,,,,,,/Users/ethan/Desktop/Research/Ethnicity-Inference-2022/Cropping/Automated_Olympians/musa_evloev.jpg
